Source,AlertTime,AlertDescription,AlertClass,AlertType,AlertManager
UKDEVGLB-HRDBA02,6/29/2021 23:16:23,CPU Utilization is  99% in Critical State on UKDEVGLB-HRDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECDBA02,6/30/2021 01:35:55,Memory Utilization is  76% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB01,6/30/2021 01:52:48,Memory Utilization is  70% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRWEB03,6/30/2021 04:03:36,CPU Utilization is  93% in Critical State on UKPRDGLB-HRWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRDBA02,6/30/2021 05:30:03,Memory Utilization is  78% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x3.global.com,6/30/2021 05:30:26,Interface Utilization is  75% in Warning State on 10.10.10.3,network performance,network ,network-monitoring-tool
UKPRDPAYROLAPP04,6/30/2021 06:19:18,Memory Utilization is  78% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLDBA01,6/30/2021 07:02:24,Memory Utilization is  76% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRWEB02,6/30/2021 07:13:26,Memory Utilization is  71% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP03,6/30/2021 07:26:59,Memory Utilization is  76% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLDBA02,6/30/2021 07:50:30,CPU Utilization is  86% in Critical State on UKPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB03,6/30/2021 09:03:41,CPU Utilization is  95% in Critical State on USPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB03,6/30/2021 10:05:14,Memory Utilization is  73% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECWEB01,6/30/2021 13:59:43,CPU Utilization is  99% in Critical State on UKDEVEMPRECWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVEMPRECDBA02,6/30/2021 14:36:44,Memory Utilization is  76% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP03,6/30/2021 16:59:24,CPU Utilization is  91% in Critical State on UKPRDGLB-HRAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECAPP01,6/30/2021 17:25:12,Memory Utilization is  76% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB02,6/30/2021 17:31:22,Memory Utilization is  75% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRWEB01,6/30/2021 22:22:23,CPU Utilization is  83% in Critical State on UKPRDGLB-HRWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP02,6/30/2021 22:27:03,CPU Utilization is  87% in Critical State on UKPRDEMPRECAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRAPP04,6/30/2021 22:43:33,Memory Utilization is  76% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECDBA02,6/30/2021 23:44:04,CPU Utilization is  89% in Critical State on USPRDEMPRECDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECWEB02,7/1/2021 00:43:00,Memory Utilization is  75% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECDBA01,7/1/2021 01:45:25,CPU Utilization is  93% in Critical State on AUPRDEMPRECDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECWEB01,7/1/2021 03:45:11,CPU Utilization is  92% in Critical State on USPRDEMPRECWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRWEB03,7/1/2021 05:44:50,Memory Utilization is  75% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRDBA01,7/1/2021 06:23:05,CPU Utilization is  87% in Critical State on USPRDGLB-HRDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRWEB04,7/1/2021 08:41:11,CPU Utilization is  100% in Critical State on USPRDGLB-HRWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECWEB03,7/1/2021 13:14:10,Memory Utilization is  75% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVGLB-HRWEB01,7/1/2021 13:38:58,Memory Utilization is  79% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB02,7/1/2021 14:28:20,Memory Utilization is  71% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP03,7/1/2021 15:21:44,Memory Utilization is  79% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRWEB01,7/1/2021 18:11:46,CPU Utilization is  97% in Critical State on USPRDGLB-HRWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP04,7/1/2021 19:41:58,CPU Utilization is  95% in Critical State on UKPRDEMPRECAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP02,7/1/2021 20:41:37,Memory Utilization is  72% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x7.global.com,7/1/2021 20:48:27,Interface Utilization is  77% in Warning State on 172.28.176.196,network performance,network ,network-monitoring-tool
AUPRDPAYROLAPP03,7/1/2021 21:41:53,CPU Utilization is  93% in Critical State on AUPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB02,7/2/2021 01:34:29,Memory Utilization is  70% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECWEB03,7/2/2021 02:17:38,CPU Utilization is  89% in Critical State on AUPRDEMPRECWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRDBA02,7/2/2021 03:19:32,Memory Utilization is  72% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRDBA01,7/2/2021 03:33:14,Memory Utilization is  76% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLDBA02,7/2/2021 04:00:38,Memory Utilization is  74% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP03,7/2/2021 04:10:33,Memory Utilization is  80% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLDBA01,7/2/2021 04:22:53,CPU Utilization is  100% in Critical State on USPRDPAYROLDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP01,7/2/2021 04:47:52,Memory Utilization is  79% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLDBA01,7/2/2021 06:03:08,Memory Utilization is  70% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRDBA02,7/2/2021 06:11:43,Memory Utilization is  75% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECDBA02,7/2/2021 07:25:09,Memory Utilization is  77% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB02,7/2/2021 07:43:48,Memory Utilization is  74% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECAPP04,7/2/2021 08:00:38,CPU Utilization is  89% in Critical State on AUPRDEMPRECAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLDBA02,7/2/2021 08:48:46,CPU Utilization is  86% in Critical State on UKDEVPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB02,7/2/2021 10:14:19,CPU Utilization is  82% in Critical State on UKDEVPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRWEB02,7/2/2021 11:39:56,Memory Utilization is  77% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECWEB04,7/2/2021 11:52:22,CPU Utilization is  85% in Critical State on AUPRDEMPRECWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP04,7/2/2021 12:10:23,Memory Utilization is  71% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP01,7/2/2021 13:25:38,Memory Utilization is  79% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP02,7/2/2021 13:32:29,CPU Utilization is  90% in Critical State on UKPRDEMPRECAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x4.global.com,7/2/2021 13:47:32,Interface Utilization is  70% in Warning State on 10.10.10.4,network performance,network ,network-monitoring-tool
AUPRDGLB-HRAPP01,7/2/2021 13:51:36,Memory Utilization is  73% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECAPP02,7/2/2021 13:57:42,Memory Utilization is  74% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP02,7/2/2021 14:17:52,CPU Utilization is  97% in Critical State on USDEVPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRWEB01,7/2/2021 15:20:13,CPU Utilization is  90% in Critical State on AUPRDGLB-HRWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP03,7/2/2021 16:56:17,CPU Utilization is  94% in Critical State on UKPRDEMPRECAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x3.global.com,7/2/2021 17:15:03,Interface Utilization is  75% in Warning State on 10.10.10.3,network performance,network ,network-monitoring-tool
UKPRDEMPRECDBA01,7/2/2021 17:24:00,CPU Utilization is  86% in Critical State on UKPRDEMPRECDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP04,7/2/2021 18:07:34,Memory Utilization is  77% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRWEB04,7/2/2021 18:45:26,CPU Utilization is  94% in Critical State on USPRDGLB-HRWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRWEB04,7/2/2021 19:17:32,CPU Utilization is  80% in Critical State on UKPRDGLB-HRWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECDBA01,7/2/2021 23:13:25,Memory Utilization is  70% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP04,7/3/2021 04:32:51,CPU Utilization is  89% in Critical State on USPRDPAYROLAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRDBA02,7/3/2021 06:33:09,CPU Utilization is  88% in Critical State on AUPRDGLB-HRDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECDBA01,7/3/2021 08:56:27,Memory Utilization is  74% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECDBA02,7/3/2021 12:13:10,CPU Utilization is  85% in Critical State on USPRDEMPRECDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB02,7/3/2021 12:55:32,Memory Utilization is  79% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECAPP02,7/3/2021 15:06:22,Memory Utilization is  80% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVGLB-HRDBA01,7/3/2021 15:23:16,CPU Utilization is  85% in Critical State on USDEVGLB-HRDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLDBA01,7/3/2021 16:18:17,Memory Utilization is  80% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVGLB-HRDBA01,7/3/2021 17:15:06,Memory Utilization is  73% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECWEB02,7/3/2021 17:32:09,Memory Utilization is  78% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP03,7/3/2021 18:57:59,Memory Utilization is  74% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB02,7/3/2021 19:49:40,CPU Utilization is  100% in Critical State on USPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRWEB01,7/3/2021 20:27:53,CPU Utilization is  92% in Critical State on USPRDGLB-HRWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLWEB04,7/3/2021 20:31:51,CPU Utilization is  99% in Critical State on USPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECAPP03,7/3/2021 20:48:53,Memory Utilization is  79% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLDBA02,7/3/2021 21:05:41,CPU Utilization is  86% in Critical State on UKDEVPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP03,7/3/2021 21:58:02,CPU Utilization is  91% in Critical State on UKPRDGLB-HRAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRAPP01,7/3/2021 22:18:56,Memory Utilization is  79% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRWEB04,7/4/2021 01:08:32,CPU Utilization is  80% in Critical State on AUPRDGLB-HRWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP02,7/4/2021 02:41:31,Memory Utilization is  75% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECDBA02,7/4/2021 02:45:09,CPU Utilization is  100% in Critical State on UKPRDEMPRECDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLAPP02,7/4/2021 02:57:58,Memory Utilization is  72% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x5.global.com,7/4/2021 03:22:38,Interface Utilization is  75% in Warning State on 172.28.176.194,network performance,network ,network-monitoring-tool
USPRDGLB-HRAPP02,7/4/2021 03:46:57,CPU Utilization is  82% in Critical State on USPRDGLB-HRAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRDBA01,7/4/2021 05:19:50,CPU Utilization is  93% in Critical State on UKPRDGLB-HRDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.au-x1.global.com,7/4/2021 06:06:22,Interface Utilization is  79% in Warning State on 145.29.175.172,network performance,network ,network-monitoring-tool
UKPRDPAYROLDBA01,7/4/2021 08:38:17,Memory Utilization is  75% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB03,7/4/2021 09:10:13,CPU Utilization is  95% in Critical State on UKPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECDBA02,7/4/2021 11:41:32,Memory Utilization is  80% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x2.global.com,7/4/2021 11:55:02,Interface Utilization is  74% in Warning State on 10.10.10.2,network performance,network ,network-monitoring-tool
USPRDEMPRECAPP02,7/4/2021 12:43:19,Memory Utilization is  77% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP01,7/4/2021 14:08:38,CPU Utilization is  85% in Critical State on UKPRDPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP03,7/4/2021 14:38:48,CPU Utilization is  88% in Critical State on UKPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRDBA01,7/4/2021 14:57:44,Memory Utilization is  71% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP01,7/4/2021 16:37:57,CPU Utilization is  93% in Critical State on USDEVPAYROLAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRDBA02,7/4/2021 20:00:01,CPU Utilization is  99% in Critical State on UKDEVGLB-HRDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x1.global.com,7/4/2021 21:13:45,Interface Utilization is  77% in Warning State on 172.28.176.190,network performance,network ,network-monitoring-tool
UKPRDPAYROLAPP02,7/4/2021 22:06:09,CPU Utilization is  98% in Critical State on UKPRDPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRWEB01,7/5/2021 01:18:19,CPU Utilization is  98% in Critical State on UKDEVGLB-HRWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB03,7/5/2021 01:37:33,CPU Utilization is  95% in Critical State on UKPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVEMPRECAPP02,7/5/2021 02:48:15,Memory Utilization is  76% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLDBA02,7/5/2021 07:56:56,CPU Utilization is  84% in Critical State on USDEVPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVEMPRECWEB02,7/5/2021 09:10:54,Memory Utilization is  75% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRAPP03,7/5/2021 09:22:52,Memory Utilization is  71% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB03,7/5/2021 10:12:03,CPU Utilization is  84% in Critical State on AUPRDPAYROLWEB03,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.au-x1.global.com,7/5/2021 10:47:28,Interface Utilization is  70% in Warning State on 145.29.175.172,network performance,network ,network-monitoring-tool
AUPRDEMPRECDBA02,7/5/2021 10:55:32,CPU Utilization is  89% in Critical State on AUPRDEMPRECDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVEMPRECDBA01,7/5/2021 11:15:37,CPU Utilization is  100% in Critical State on USDEVEMPRECDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x4.global.com,7/5/2021 11:23:53,Interface Utilization is  74% in Warning State on 172.28.176.193,network performance,network ,network-monitoring-tool
USDEVPAYROLDBA02,7/5/2021 13:11:34,CPU Utilization is  84% in Critical State on USDEVPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECDBA01,7/5/2021 13:24:27,CPU Utilization is  91% in Critical State on AUPRDEMPRECDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRAPP01,7/5/2021 13:36:07,CPU Utilization is  94% in Critical State on AUPRDGLB-HRAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVGLB-HRWEB01,7/5/2021 13:51:02,CPU Utilization is  81% in Critical State on USDEVGLB-HRWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECWEB04,7/5/2021 15:02:35,Memory Utilization is  78% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLWEB02,7/5/2021 16:49:34,CPU Utilization is  88% in Critical State on USDEVPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB04,7/5/2021 17:38:03,CPU Utilization is  88% in Critical State on AUPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRAPP03,7/5/2021 19:48:24,Memory Utilization is  70% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVEMPRECWEB01,7/5/2021 23:35:42,Memory Utilization is  76% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVPAYROLAPP02,7/6/2021 02:24:06,CPU Utilization is  97% in Critical State on USDEVPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECDBA02,7/6/2021 03:08:25,Memory Utilization is  77% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVGLB-HRAPP02,7/6/2021 03:40:02,CPU Utilization is  85% in Critical State on USDEVGLB-HRAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECAPP04,7/6/2021 04:07:33,Memory Utilization is  80% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLDBA02,7/6/2021 04:08:44,Memory Utilization is  75% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP02,7/6/2021 06:11:44,Memory Utilization is  75% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.uk-x4.global.com,7/6/2021 08:45:48,Interface Utilization is  74% in Warning State on 172.28.176.193,network performance,network ,network-monitoring-tool
UKPRDPAYROLWEB02,7/6/2021 08:56:02,CPU Utilization is  86% in Critical State on UKPRDPAYROLWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVPAYROLWEB01,7/6/2021 10:45:51,CPU Utilization is  85% in Critical State on UKDEVPAYROLWEB01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVGLB-HRAPP02,7/6/2021 12:17:06,CPU Utilization is  85% in Critical State on USDEVGLB-HRAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECAPP02,7/6/2021 12:59:15,CPU Utilization is  87% in Critical State on UKDEVEMPRECAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECDBA01,7/6/2021 14:40:16,Memory Utilization is  73% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRDBA01,7/6/2021 16:46:41,Memory Utilization is  73% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRWEB03,7/6/2021 17:32:47,Memory Utilization is  79% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP02,7/6/2021 17:52:04,CPU Utilization is  81% in Critical State on USPRDPAYROLAPP02,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x4.global.com,7/6/2021 17:59:37,Interface Utilization is  76% in Warning State on 10.10.10.4,network performance,network ,network-monitoring-tool
UKPRDPAYROLDBA02,7/6/2021 18:12:37,CPU Utilization is  97% in Critical State on UKPRDPAYROLDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLDBA02,7/6/2021 18:46:07,Memory Utilization is  77% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDPAYROLWEB04,7/6/2021 18:59:43,CPU Utilization is  88% in Critical State on AUPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.au-x7.global.com,7/6/2021 19:16:04,Interface Utilization is  74% in Warning State on 145.29.175.178,network performance,network ,network-monitoring-tool
UKPRDEMPRECAPP04,7/6/2021 20:02:03,Memory Utilization is  71% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.au-x6.global.com,7/6/2021 21:26:21,Interface Utilization is  75% in Warning State on 145.29.175.177,network performance,network ,network-monitoring-tool
UKPRDGLB-HRDBA01,7/6/2021 21:39:28,Memory Utilization is  70% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDGLB-HRAPP04,7/6/2021 21:45:35,CPU Utilization is  98% in Critical State on AUPRDGLB-HRAPP04,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECAPP04,7/6/2021 22:44:19,Memory Utilization is  72% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDEMPRECWEB01,7/6/2021 23:56:16,Memory Utilization is  78% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRWEB02,7/7/2021 04:45:43,CPU Utilization is  89% in Critical State on UKDEVGLB-HRWEB02,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECAPP02,7/7/2021 06:33:29,Memory Utilization is  73% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRDBA01,7/7/2021 07:41:02,CPU Utilization is  94% in Critical State on USPRDGLB-HRDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x5.global.com,7/7/2021 08:29:13,Interface Utilization is  75% in Warning State on 10.10.10.5,network performance,network ,network-monitoring-tool
AUPRDPAYROLWEB03,7/7/2021 09:08:55,Memory Utilization is  80% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP03,7/7/2021 09:51:00,CPU Utilization is  97% in Critical State on USPRDPAYROLAPP03,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVEMPRECDBA01,7/7/2021 12:30:08,CPU Utilization is  81% in Critical State on UKDEVEMPRECDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB04,7/7/2021 12:51:32,Memory Utilization is  70% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECWEB04,7/7/2021 14:23:48,Memory Utilization is  78% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x3.global.com,7/7/2021 15:07:16,Interface Utilization is  80% in Warning State on 10.10.10.3,network performance,network ,network-monitoring-tool
UKDEVPAYROLAPP01,7/7/2021 15:10:42,Memory Utilization is  76% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLWEB04,7/7/2021 15:34:10,CPU Utilization is  82% in Critical State on UKPRDPAYROLWEB04,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDPAYROLAPP04,7/7/2021 16:07:34,Memory Utilization is  79% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDEMPRECDBA02,7/7/2021 16:52:53,CPU Utilization is  85% in Critical State on USPRDEMPRECDBA02,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDPAYROLAPP03,7/7/2021 19:28:41,Memory Utilization is  75% in Warning State on PYROLL,OperatingSystem,Server,PlatformMonitoring-Tool
UKDEVGLB-HRDBA01,7/7/2021 20:01:08,CPU Utilization is  95% in Critical State on UKDEVGLB-HRDBA01,OperatingSystem,Server,PlatformMonitoring-Tool
UKPRDGLB-HRAPP03,7/7/2021 23:11:36,Memory Utilization is  72% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
AUPRDEMPRECDBA02,7/8/2021 00:25:42,Memory Utilization is  75% in Warning State on EMPRecord,OperatingSystem,Server,PlatformMonitoring-Tool
USPRDGLB-HRAPP01,7/8/2021 01:21:49,CPU Utilization is  95% in Critical State on USPRDGLB-HRAPP01,OperatingSystem,Server,PlatformMonitoring-Tool
USDEVGLB-HRWEB01,7/8/2021 01:29:44,Memory Utilization is  71% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
dummy.us-x6.global.com,7/8/2021 02:43:46,Interface Utilization is  79% in Warning State on 10.10.10.6,network performance,network ,network-monitoring-tool
USPRDGLB-HRWEB02,7/8/2021 02:56:21,Memory Utilization is  71% in Warning State on Global_HR,OperatingSystem,Server,PlatformMonitoring-Tool
